sdo5,female,age,educ,race,favor_trump,favor_blm,favor_metoo,american_customs,race_ident,pid3,ideo5,fear_of_demographic_change,confederate_flag,presvote16
1,1,71,6,1,1,4,4,1,3,1,1,0.3333,Heritage,Clinton
2.25,0,59,6,1,1,4,4,1,3,1,2,0,Slavery,Clinton
3,0,60,6,1,4,1,1,4,1,3,5,0.25,Heritage,Trump
1,0,37,6,1,1,4,3,1,2,2,2,0.5,Slavery,Stein
2.5,0,66,6,1,1,3,3,1,3,1,2,0.1667,Slavery,Clinton
3.25,1,63,3,1,4,1,1,5,4,3,5,0.8333,Heritage,Trump
2,0,69,3,1,4,1,1,5,3,3,5,0.75,Heritage,Trump
1,1,60,6,1,1,4,4,2,2,2,3,0,Slavery,Clinton
1.75,1,54,5,3,1,4,4,1,4,1,2,0,Slavery,Clinton
1.25,1,54,6,1,1,2,2,2,3,1,2,0.5,Heritage,Clinton
1.25,1,56,5,1,3,3,3,4,2,2,3,0.5,Slavery,Did not vote
1,0,59,5,4,1,4,4,1,3,2,2,0,Slavery,Clinton
1,1,29,4,1,1,4,4,1,3,1,1,0,Slavery,Clinton
1.5,1,59,5,1,1,3,3,NA,2,2,3,0.3333,Slavery,Clinton
1.75,1,49,4,1,1,3,3,1,2,1,3,0.5,Slavery,Clinton
1,1,31,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
3,1,56,6,1,4,1,1,5,1,3,5,0.75,Heritage,Other
2.25,1,61,5,1,1,3,2,4,4,2,3,0.4167,Heritage,Clinton
1,1,71,2,3,1,4,4,1,3,2,2,0,Slavery,Clinton
3.75,0,77,5,1,4,1,1,4,3,2,5,0.9167,Heritage,Trump
2.5,1,29,4,1,3,1,1,4,1,2,4,0.5,Heritage,Johnson
1,1,63,5,1,1,3,4,1,2,2,2,0,Slavery,Clinton
1.25,1,52,5,1,1,4,4,1,3,1,1,0.25,Slavery,Clinton
1,1,45,5,4,1,4,4,1,4,1,1,0.3333,Slavery,Clinton
3.25,1,55,4,1,3,1,2,5,4,2,3,0.75,Heritage,Did not vote
3,0,68,6,1,4,1,NA,5,1,NA,4,0.6667,Heritage,Trump
2.5,1,32,3,1,3,1,1,NA,4,2,NA,0,Heritage,Trump
2.25,1,65,3,1,3,2,1,5,3,3,4,0.8333,Heritage,Trump
2.5,0,70,5,1,3,1,1,4,3,3,4,0.8333,Heritage,Trump
1,0,76,5,1,1,4,4,2,2,2,1,0.25,Slavery,Clinton
1.5,1,65,6,1,4,1,1,5,2,3,5,1,Heritage,Trump
1.25,0,72,6,1,1,3,3,3,3,2,4,0.25,Slavery,Clinton
1,0,66,5,1,1,1,2,1,2,3,3,0.0833,Slavery,Clinton
1.5,0,27,5,1,1,3,3,1,2,1,1,0.3333,Slavery,Clinton
1,1,71,5,1,1,3,3,2,4,1,1,0.0833,Slavery,Clinton
2.5,0,62,5,1,1,2,2,2,3,2,3,0.5833,Slavery,Clinton
2.25,1,78,6,1,3,1,2,1,3,2,4,0.4167,Heritage,Trump
1.75,0,80,5,1,4,1,3,4,2,2,4,0.4167,Heritage,Trump
1,1,40,6,1,1,3,3,2,3,1,2,0.25,Slavery,Clinton
1.75,0,79,3,1,1,4,3,2,3,3,4,0.4167,Heritage,Trump
1.25,1,37,5,1,1,3,4,1,4,1,2,0.3333,Slavery,Clinton
1.5,0,70,3,1,1,3,3,2,2,1,2,0.3333,Slavery,Clinton
3,0,36,6,1,1,3,3,4,2,1,2,0.5,Heritage,Did not vote
1,0,58,5,1,1,4,3,4,2,2,3,0.25,Slavery,Clinton
3.25,0,58,6,1,3,1,1,4,1,2,4,0.4167,Slavery,Trump
1,0,46,5,1,1,2,2,2,2,2,2,0.4167,NA,Clinton
3,0,59,2,1,4,1,1,3,3,2,4,0.3333,Heritage,Trump
1,0,26,5,1,1,NA,3,1,1,2,4,0.25,Slavery,Clinton
1.25,1,75,6,1,1,3,3,1,2,1,2,0,Slavery,Clinton
1,1,58,5,1,1,4,4,1,3,1,1,0.3333,Slavery,Clinton
1,1,60,6,1,1,2,4,1,2,2,3,0,Slavery,Clinton
5,0,69,5,1,4,1,1,5,4,2,4,0.5833,Heritage,Trump
1,0,71,5,1,1,3,3,1,1,1,3,0.1667,Slavery,Clinton
2.75,0,57,6,1,1,3,NA,4,2,1,3,0.4167,Slavery,Clinton
1.75,0,47,4,1,1,4,4,1,2,NA,2,0.25,Slavery,Stein
1.75,0,51,3,1,4,2,1,4,3,2,5,0.8333,Slavery,Trump
4,0,63,3,1,4,1,1,5,1,3,4,0.9167,Heritage,Trump
1.5,0,72,4,1,1,3,3,1,2,2,2,0.0833,Slavery,Stein
2.75,1,79,4,1,4,1,1,4,4,2,3,0.5833,Heritage,Trump
1.75,0,46,5,1,2,1,1,4,2,2,3,0.6667,NA,McMullin
3,0,74,6,1,4,1,1,4,4,3,4,0.75,Heritage,Trump
1.25,1,55,6,1,1,3,4,1,2,1,2,0.1667,Slavery,Clinton
1,1,74,5,1,1,3,3,1,1,1,1,0.1667,Heritage,Clinton
2.25,0,62,2,1,4,1,2,5,3,3,4,0.6667,Heritage,Trump
3,1,65,5,1,3,1,1,5,3,3,5,0.3333,Heritage,Trump
3.5,0,78,6,1,3,1,1,4,2,2,3,0.6667,Heritage,Did not vote
2.75,1,54,3,7,1,4,4,1,4,2,3,0.3333,Slavery,Clinton
1,1,50,6,1,1,3,3,1,2,1,2,0.1667,Slavery,Clinton
1,1,51,3,1,3,2,1,2,4,3,4,0.4167,Heritage,Trump
3,1,56,5,1,3,1,1,4,2,3,5,0.5833,Heritage,Trump
3.5,0,48,6,1,2,1,3,3,2,3,3,0.5,Slavery,Johnson
3.75,0,65,2,1,3,1,1,5,1,1,4,0.8333,Heritage,Clinton
2,0,57,3,1,1,1,3,4,3,2,3,0.5833,Heritage,Did not vote
1.75,0,67,6,1,2,1,1,5,2,2,4,0.8333,Heritage,Trump
4.5,0,60,3,1,4,1,1,5,4,3,5,0.6667,Heritage,Trump
1,0,68,6,1,1,3,3,1,2,2,1,0.0833,Slavery,Clinton
3.5,0,58,2,1,4,1,1,5,1,3,5,0.6667,Heritage,Trump
1.75,1,64,3,1,4,1,2,5,1,2,4,0.8333,Heritage,Trump
1,0,35,6,1,1,4,4,1,3,2,1,0.0833,Slavery,Clinton
1.25,0,54,4,1,1,NA,3,1,2,1,3,0.3333,Slavery,Clinton
2.5,0,78,5,1,3,1,1,4,2,2,4,0.6667,Heritage,Johnson
3,1,59,2,1,3,2,3,4,3,1,3,0.4167,Heritage,Clinton
1.75,1,78,2,1,4,2,NA,5,2,2,4,0.4167,Heritage,Trump
1.25,0,69,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
3.25,0,53,3,1,2,1,2,3,3,2,3,0.5,NA,Johnson
3.25,0,73,2,3,4,3,2,4,4,3,4,0.6667,Heritage,Trump
3,0,49,1,1,1,4,3,3,4,2,2,0,Heritage,Clinton
1,1,79,6,1,1,4,4,1,3,1,1,0.25,Slavery,Clinton
3.25,0,86,5,1,2,2,2,5,3,3,4,0.5833,Heritage,Trump
1,1,32,5,2,1,4,NA,4,4,1,1,0.25,Slavery,Clinton
1.75,1,71,5,2,2,1,1,5,2,1,4,0.6667,Heritage,Clinton
1,1,29,3,1,1,4,4,1,1,2,1,0,Slavery,Did not vote
1,1,75,6,1,1,4,3,1,3,1,1,0.4167,Slavery,Clinton
3.25,0,70,6,1,4,2,2,4,2,2,4,0.6667,Heritage,Trump
2,1,64,6,8,4,1,2,4,2,3,5,0.4167,Heritage,Trump
1.75,1,55,6,1,1,3,3,1,2,2,2,0.0833,NA,Clinton
1.75,0,71,4,1,4,2,1,5,4,3,5,0.75,NA,Trump
2,1,63,6,1,1,3,3,1,3,2,3,0.0833,Slavery,Clinton
3.75,0,28,5,1,4,1,1,5,4,3,5,1,Heritage,Trump
1,1,72,3,1,1,3,3,2,2,1,1,0.1667,NA,Clinton
1,1,70,6,1,1,3,4,1,4,1,2,0.0833,Slavery,Clinton
2.75,1,51,6,1,4,1,1,5,2,3,4,0.75,Heritage,Trump
3.25,0,65,5,1,3,1,1,2,4,3,5,0.0833,Heritage,Trump
2.75,0,69,5,1,3,1,1,5,2,3,4,0.75,Heritage,Trump
2.5,1,59,2,1,3,1,1,4,1,3,3,0.4167,Heritage,Trump
3.25,1,64,6,1,4,1,2,5,3,3,3,0.75,Heritage,Trump
1.5,1,57,5,1,1,3,4,1,2,1,1,0.1667,Slavery,Clinton
2.75,1,33,5,1,2,1,1,3,4,NA,3,0.5833,Heritage,Clinton
3.25,0,72,6,1,4,1,1,5,2,2,4,0.9167,Heritage,Trump
2.25,0,31,5,1,2,2,3,4,2,3,4,0.6667,Heritage,Johnson
2,0,47,2,1,2,2,1,2,2,2,4,0.4167,NA,Trump
1.75,0,62,5,1,1,3,NA,4,4,1,1,0.9167,Slavery,Clinton
3.25,0,63,6,3,1,NA,NA,1,4,3,2,0.5,Heritage,Trump
2.75,0,66,3,1,3,2,3,5,2,3,4,0.5833,Slavery,Trump
1.75,0,67,6,1,1,4,1,2,3,1,1,0.3333,Slavery,Clinton
1,1,33,6,1,1,4,4,1,4,1,2,0,Slavery,Clinton
1.25,1,62,2,1,1,4,4,2,4,NA,3,0.3333,Slavery,McMullin
1.75,1,66,1,1,3,1,1,2,NA,3,4,0.1667,Slavery,Trump
2.25,0,76,5,1,4,1,2,5,4,3,4,0.8333,Heritage,Trump
2.5,0,71,4,1,3,2,2,3,3,2,3,0.5,Heritage,Trump
1.25,0,74,4,1,4,1,1,4,3,3,4,0.6667,Heritage,Did not vote
1.75,1,31,5,1,1,3,3,3,4,1,2,0.5,Slavery,Clinton
1.75,0,67,3,1,3,2,1,5,2,2,3,0.3333,Heritage,Trump
2,1,40,5,1,1,3,3,3,2,3,3,0.3333,Slavery,Other
1.25,0,69,5,1,1,4,3,1,3,2,3,0.1667,Heritage,Clinton
1,1,74,5,2,1,3,3,3,4,1,2,0.5,Slavery,Clinton
2.75,1,59,4,1,3,2,1,5,3,3,4,0.9167,Heritage,Trump
3.25,1,41,6,1,4,1,1,4,3,2,4,0.8333,Heritage,Trump
1.25,1,77,6,1,3,4,3,4,3,2,3,0.4167,Heritage,Trump
2.75,1,56,3,1,4,1,1,4,3,3,5,0.5833,Heritage,Trump
1.25,0,65,2,5,1,2,3,3,2,2,3,0.5,Heritage,Clinton
2.75,1,37,5,1,2,3,2,4,2,2,3,0.3333,Heritage,Johnson
1.75,1,28,6,1,1,4,3,1,2,1,1,0,Slavery,Clinton
2.5,0,71,5,1,3,2,3,2,2,2,3,0.5833,Heritage,Trump
2.25,1,61,4,1,2,2,2,3,2,2,4,0.3333,Heritage,Trump
1.25,1,56,3,1,1,3,4,1,1,2,3,0.25,NA,Clinton
3.25,0,66,5,1,3,2,2,3,3,2,4,0.5,Heritage,Trump
3,0,68,3,1,1,4,4,3,3,1,3,0.4167,Slavery,Clinton
1,1,60,2,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1,0,68,6,1,4,2,1,4,2,2,3,0.6667,Slavery,Other
4.25,0,54,3,1,4,2,1,2,3,3,5,0.4167,Slavery,Trump
1,0,50,6,1,1,2,3,4,1,2,3,0.6667,Slavery,Johnson
1.5,1,87,2,1,3,4,3,5,4,3,4,0.4167,Heritage,Trump
1,1,61,3,1,1,3,3,1,3,1,2,0.25,Heritage,Clinton
1,1,58,3,2,2,4,4,2,4,1,2,0.3333,Slavery,Clinton
1,1,70,5,1,1,4,4,1,2,1,1,0,Slavery,Stein
3.75,0,64,1,1,4,1,1,5,3,3,5,1,Heritage,Trump
1,0,48,3,1,4,1,1,5,2,3,5,0.5,Slavery,Trump
1,1,36,6,7,1,4,4,1,2,1,1,0.25,Slavery,Clinton
3.5,0,65,5,1,3,1,1,4,3,3,4,0.6667,Heritage,Trump
2.25,0,59,5,1,4,3,1,5,2,3,4,0.5833,Heritage,Trump
3.5,1,74,4,1,4,1,3,4,2,2,4,0.75,Heritage,Trump
1.75,1,58,2,1,2,1,2,5,1,3,3,0.1667,Heritage,Did not vote
1.5,0,63,5,1,1,4,3,1,3,2,2,0.25,Slavery,Clinton
1.75,1,62,6,1,1,4,4,1,1,1,2,0.0833,Slavery,Clinton
1,1,70,6,1,1,4,4,2,3,1,2,0.3333,Slavery,Clinton
2.75,0,79,6,7,4,1,1,5,2,3,4,0.4167,Heritage,Trump
4,0,65,6,1,4,1,2,5,2,3,5,0.8333,Heritage,Trump
1.25,0,84,6,1,1,3,3,1,3,1,2,0.3333,Slavery,Clinton
1,0,64,5,1,1,4,4,1,1,1,1,0,Slavery,Clinton
1,0,65,3,1,3,2,NA,4,4,3,3,0.5833,Slavery,Trump
1,0,55,5,1,1,2,3,3,2,1,2,0.1667,Slavery,Clinton
2,0,74,5,1,4,1,1,5,3,2,4,0.4167,NA,Trump
1.25,1,51,5,1,1,4,4,1,3,1,2,0,Slavery,Clinton
4,0,76,3,1,4,1,2,5,4,3,5,1,Heritage,Trump
2.25,1,46,4,1,3,3,1,4,2,3,4,0.3333,Heritage,Trump
3.25,0,72,5,1,4,1,1,1,4,3,4,0.9167,Heritage,Trump
2.5,0,70,4,1,4,4,4,5,3,3,4,0.75,Heritage,Trump
1.75,0,79,6,1,1,4,4,5,2,1,2,0.5833,Slavery,Clinton
1.75,1,67,6,1,1,3,4,1,2,1,2,0.1667,Slavery,Clinton
1,1,34,6,1,1,4,4,1,2,1,1,0,Slavery,Clinton
2.25,1,64,6,1,1,3,4,1,3,1,2,0.3333,Slavery,Clinton
2.25,0,71,5,1,3,1,1,4,4,2,5,0.5833,Heritage,Johnson
2.75,0,54,6,1,3,1,2,4,1,2,4,0.5833,NA,Trump
3,1,79,5,1,3,2,2,2,3,3,4,0.4167,Heritage,Trump
1.75,0,62,4,1,4,1,2,5,4,3,4,1,NA,Trump
4,0,69,3,1,3,2,3,5,2,3,4,0.5,Heritage,Trump
4,0,82,6,1,4,1,1,5,4,3,5,1,Heritage,Trump
1,0,53,5,6,1,3,4,1,4,1,3,0,Slavery,Clinton
3,1,65,2,1,4,1,1,5,4,3,5,0.8333,Heritage,Trump
1.5,0,51,4,1,4,1,1,3,1,3,5,0.4167,Heritage,Trump
2.5,1,34,4,1,1,2,NA,3,2,1,3,0.5833,Heritage,Clinton
1,1,40,4,1,1,4,4,1,2,2,1,0.0833,Slavery,Other
2.75,0,79,3,1,3,1,2,4,3,2,3,1,Heritage,Trump
2,1,53,5,1,1,3,3,2,2,2,2,0.25,Slavery,Clinton
2.5,0,69,5,1,4,1,1,5,1,2,4,0.4167,Heritage,Trump
1,1,62,6,1,1,2,3,4,4,2,3,0.3333,Slavery,Clinton
1,0,36,3,1,1,3,NA,3,1,NA,3,0.5833,Slavery,Stein
1,1,71,5,1,1,4,4,2,2,1,2,0,Slavery,Clinton
3.75,1,75,4,1,4,1,2,5,2,3,5,0.5833,Heritage,Trump
1.75,0,55,3,1,1,2,2,2,2,2,3,0.25,Heritage,Clinton
1,1,37,5,1,1,4,4,1,2,2,2,0,Slavery,Clinton
1,1,35,6,1,1,3,3,1,1,1,2,0,Slavery,Clinton
2.25,0,70,5,1,3,1,1,5,2,2,5,0.4167,Heritage,Trump
3.25,0,68,5,1,4,1,3,5,3,3,4,0.5,Heritage,Trump
1.5,0,56,6,2,1,4,3,3,4,1,4,0.1667,Slavery,Clinton
1.75,0,61,4,3,4,1,1,5,4,3,5,0.9167,Heritage,Trump
1.75,0,67,3,1,1,2,3,3,4,2,3,0.5,Slavery,Clinton
2.75,0,66,3,1,3,1,2,4,3,2,4,0.4167,Heritage,Trump
2.5,0,66,5,1,3,1,3,5,3,3,4,0.9167,NA,Trump
3.25,0,49,5,1,1,1,2,4,4,2,2,0.5,Heritage,Clinton
3.5,0,64,3,1,4,1,1,5,1,3,4,0.75,Heritage,Trump
2.25,0,38,5,3,3,1,1,4,2,3,4,0.4167,Heritage,Trump
4.25,0,76,4,1,3,1,1,5,3,2,4,0.6667,Heritage,Trump
1,0,66,5,1,1,3,3,1,2,2,3,0.25,Slavery,Clinton
3,0,67,5,1,4,1,3,3,2,3,5,0.3333,Heritage,Trump
1.25,1,75,3,2,1,4,3,5,4,1,1,0.5833,Slavery,Clinton
1.25,0,52,4,1,4,1,1,5,1,3,4,0.8333,Heritage,Trump
1.5,0,66,6,1,1,4,3,1,3,1,1,0.0833,Slavery,Clinton
3.5,0,71,5,1,2,1,1,1,1,NA,5,0.1667,Heritage,McMullin
1.75,0,81,3,1,4,1,1,4,3,3,4,0.5833,Heritage,Trump
1,0,71,6,1,1,3,4,2,1,2,2,0,NA,Clinton
4.25,0,77,5,1,4,1,1,5,2,3,4,0.8333,Heritage,Trump
1,0,65,6,1,1,4,4,2,3,1,1,0.25,Slavery,Clinton
3.5,0,88,3,1,4,1,1,5,3,3,4,0.9167,Heritage,Trump
2.5,0,56,5,1,4,1,1,5,1,3,5,0.5833,Heritage,Trump
2.5,1,70,2,1,3,3,NA,4,3,2,2,0.5833,Heritage,Trump
1.25,1,66,6,2,2,3,NA,3,4,2,4,0.25,Heritage,Clinton
3,1,61,3,1,4,1,NA,5,3,2,1,0.5833,NA,Trump
2.75,0,82,2,1,1,3,3,2,3,1,2,0.5,NA,Did not vote
2.25,0,59,2,1,4,1,2,5,3,NA,4,0.8333,Heritage,Trump
2.5,0,77,2,1,4,1,NA,4,2,2,4,0.6667,Heritage,Trump
1.5,1,33,6,1,1,3,3,1,2,1,1,0.25,Slavery,Clinton
3,1,66,5,1,4,1,1,4,2,2,4,0.6667,Heritage,Trump
2.5,1,62,3,1,4,1,3,3,2,2,4,0.3333,Heritage,Trump
1,1,37,5,1,1,4,4,1,1,2,1,0.0833,Slavery,Clinton
1,1,43,5,1,1,4,4,1,3,1,2,0.3333,Slavery,Clinton
1,0,58,5,4,1,2,3,3,4,1,3,0,Heritage,Clinton
1.5,1,33,6,1,1,2,3,2,2,1,2,0.0833,Slavery,Clinton
3,0,51,2,1,2,1,1,4,1,2,3,0.5833,Heritage,Johnson
1.75,1,33,5,1,1,3,3,1,2,1,3,0.0833,Slavery,Clinton
3,0,70,5,1,4,1,2,4,1,3,4,0.3333,Slavery,Trump
3.5,0,69,5,1,3,2,2,5,3,3,4,0.5,Heritage,Trump
3,0,61,4,1,4,1,2,5,2,3,5,0.5833,Heritage,Trump
3,1,77,6,1,4,1,1,5,3,3,4,0.9167,Heritage,Trump
3.5,1,59,2,1,2,2,2,4,2,2,3,0.75,Heritage,Johnson
2,0,36,6,4,1,3,3,5,3,1,3,0.5833,Slavery,Clinton
1.5,0,46,5,1,3,2,3,5,2,3,5,0.5,Slavery,Trump
1,1,63,6,3,1,1,4,1,4,3,3,0,Heritage,Trump
2.75,0,48,5,4,4,3,3,3,3,1,3,0.5,Slavery,Clinton
1.25,0,63,5,1,1,3,2,1,1,2,3,0.3333,Slavery,Stein
1.75,0,74,6,1,1,3,3,1,2,2,3,0.4167,Heritage,Clinton
1,1,55,3,2,1,3,3,2,4,1,1,0.25,Slavery,Clinton
1.25,0,43,3,1,1,3,3,1,1,2,2,0,Slavery,Clinton
2.75,0,71,3,1,4,2,NA,5,3,3,4,0.5833,Heritage,Trump
2,0,68,4,1,4,1,3,2,1,3,5,0.4167,Heritage,Trump
1.75,0,62,3,1,1,4,3,1,1,1,1,0.4167,Slavery,Clinton
3,1,48,5,1,3,1,2,4,1,2,3,0.5,Slavery,Other
2.75,0,55,5,1,4,1,2,4,3,3,4,0.6667,Heritage,Trump
3,1,25,2,1,4,2,NA,NA,3,3,5,0,NA,Trump
1.75,0,68,5,1,1,3,NA,2,3,1,2,0.5833,Slavery,Clinton
1.75,0,68,5,1,3,2,1,2,2,3,4,0.4167,Heritage,Trump
1.75,1,59,4,1,1,3,3,1,4,1,2,0.3333,Slavery,Clinton
1.75,1,67,3,3,1,4,4,1,3,NA,1,0,Slavery,Clinton
2.25,1,71,3,1,1,NA,3,2,2,1,3,0.3333,Heritage,Clinton
1.5,0,70,5,1,1,3,4,1,3,1,2,0,Slavery,Clinton
3.25,1,44,5,1,3,1,2,4,1,NA,5,0.6667,Heritage,Trump
2,0,76,5,1,4,1,3,1,4,3,4,0.5833,Heritage,Trump
4.25,0,38,5,3,3,1,1,5,2,2,4,1,Heritage,Trump
1.25,1,65,3,3,1,2,4,1,4,2,3,0.0833,Slavery,Clinton
2,0,36,4,1,1,2,2,3,2,2,3,0.25,Slavery,Clinton
1.25,1,39,4,2,1,2,4,3,4,NA,NA,0.6667,NA,Stein
2.75,1,59,5,1,3,1,1,3,3,2,3,0.3333,Heritage,Trump
1,0,70,5,1,1,3,4,3,2,1,2,0,Slavery,Clinton
1,0,27,5,1,1,3,4,1,2,2,2,0,Slavery,Clinton
1,1,62,3,1,1,3,3,1,2,1,3,0.1667,Slavery,Clinton
2,1,70,5,1,1,3,3,1,2,1,3,0,Slavery,Clinton
3.25,1,66,5,1,3,2,2,5,2,3,4,0.5833,Heritage,Trump
1.25,0,67,6,1,1,4,4,1,3,1,1,0.3333,Slavery,Clinton
1,1,59,5,1,1,3,4,1,2,1,2,0.3333,Slavery,Clinton
1.75,1,44,3,1,2,2,2,5,2,2,4,0.6667,Slavery,Other
2.75,1,67,6,1,3,1,1,5,2,3,4,0.8333,Heritage,Trump
2,1,35,3,1,3,1,3,5,4,3,4,0.8333,Heritage,Trump
2.25,0,54,6,1,3,1,2,5,4,NA,3,0.9167,Heritage,Johnson
1,1,72,6,1,1,4,4,1,2,1,3,0.1667,Slavery,Clinton
2,1,31,4,1,3,3,4,3,2,1,3,0.3333,Heritage,Clinton
1,0,23,5,1,1,4,4,1,1,NA,1,0,Slavery,Stein
3.25,0,56,5,1,4,1,1,3,3,3,4,0.6667,Heritage,Trump
2.75,1,76,2,1,1,4,4,1,2,1,2,0.3333,Slavery,Clinton
1,0,70,5,1,1,3,4,1,3,1,1,0,Slavery,Clinton
3,0,70,5,1,1,2,3,2,2,3,3,0.3333,Slavery,Clinton
3.25,1,61,3,6,3,1,1,5,2,2,3,0.9167,Heritage,Trump
1,1,53,6,1,1,4,4,1,2,2,1,0,Slavery,Clinton
3,1,37,5,1,3,3,3,4,2,3,4,0.3333,Heritage,Trump
1,0,54,1,2,3,1,1,5,4,3,5,0.75,Slavery,Trump
1.5,0,64,3,1,3,1,2,4,1,2,3,0.4167,Heritage,Trump
1,1,72,5,1,1,4,4,1,3,2,2,0.1667,Slavery,Clinton
2.5,1,42,2,1,3,1,2,4,1,3,4,0.3333,Heritage,Trump
1,0,67,5,1,1,4,4,1,2,1,1,0.3333,Slavery,Clinton
1.5,0,46,6,3,1,3,3,1,2,2,2,0.25,Slavery,Clinton
1,1,37,6,1,1,3,4,1,3,1,2,0.1667,Slavery,Clinton
1.5,1,66,6,1,1,2,3,1,4,1,2,0.25,Slavery,Clinton
3,0,71,3,2,3,4,1,3,4,1,3,0.5,Heritage,Clinton
3.25,0,71,5,1,4,4,2,5,4,2,4,0.75,Heritage,Trump
3,0,76,5,1,3,1,2,4,2,3,4,0.5,Heritage,Trump
3,1,82,1,1,4,2,2,5,3,3,4,0.9167,Heritage,Trump
2,0,68,6,1,4,1,2,5,4,3,5,1,Heritage,Trump
1,1,66,5,1,1,3,4,1,4,1,2,0,Slavery,Clinton
1,0,47,5,1,1,4,4,1,2,2,1,0.1667,Slavery,Clinton
1,0,58,5,1,1,3,3,3,3,2,3,0.5833,NA,Clinton
2.25,0,67,5,1,4,1,1,4,1,3,5,0.5833,Heritage,Trump
1.5,1,42,3,2,1,4,3,NA,4,1,NA,0,Slavery,Clinton
1.25,1,47,6,3,1,1,1,1,1,2,3,0.4167,Heritage,Clinton
2.75,0,65,6,1,1,3,3,2,3,2,1,0.1667,Slavery,Clinton
1,0,66,5,1,2,3,3,1,2,1,2,0.25,Slavery,Clinton
1.75,0,49,2,1,4,2,1,5,3,3,4,0.5833,Heritage,Trump
3.75,1,50,5,1,4,1,1,4,2,2,3,0.75,Heritage,Trump
3.25,1,78,6,1,4,2,1,4,4,NA,NA,0.8333,Heritage,Trump
1.5,1,45,2,2,1,4,4,3,4,1,3,0.4167,Slavery,Clinton
3,0,75,6,1,4,2,3,4,4,3,5,0.5,Heritage,Trump
2,0,71,5,1,1,3,3,1,1,2,3,0.25,Slavery,Clinton
1,0,22,5,6,1,4,4,1,4,1,2,0,Slavery,Clinton
3.5,0,62,5,1,4,2,NA,2,2,3,4,0.25,NA,Trump
1.25,0,80,6,1,1,3,3,3,3,1,2,0.4167,NA,Clinton
3,0,44,5,1,3,1,1,4,2,NA,4,0.5833,NA,Trump
1.25,0,70,6,6,1,4,4,1,3,2,2,0.0833,Slavery,Clinton
3.5,0,70,6,1,4,2,2,4,2,3,4,0.6667,Slavery,Trump
1.25,1,68,6,1,1,4,4,2,3,1,1,0.3333,Slavery,Clinton
1,0,66,2,1,1,4,4,2,3,2,2,0.0833,Slavery,Stein
2.75,1,42,6,1,3,2,1,3,2,3,4,0.5,Heritage,Trump
1.25,1,29,6,1,1,4,3,1,1,1,2,0.0833,Slavery,Clinton
3.25,1,64,3,1,4,1,1,5,3,3,4,0.8333,Heritage,Trump
2.5,0,46,3,1,3,2,2,4,2,2,3,0.6667,Heritage,Trump
3.25,0,69,6,5,3,1,2,4,3,2,3,0.75,Heritage,Trump
1.5,1,44,2,1,3,1,1,4,2,3,4,0.75,Heritage,Trump
2,0,55,6,1,3,1,3,5,1,2,3,0.4167,Heritage,Trump
2.25,0,43,4,3,3,1,2,4,4,2,4,0.8333,Heritage,Trump
1,1,68,6,1,1,4,4,1,2,2,1,0,Slavery,Stein
1.75,1,48,5,1,1,3,2,2,4,1,2,0.4167,Heritage,Clinton
2.25,0,56,5,1,4,1,2,4,3,3,4,0.5,Heritage,Trump
1,0,65,6,3,1,4,4,1,4,1,1,0,Slavery,Clinton
2.75,0,49,2,1,4,1,1,5,2,2,5,1,Heritage,Trump
2.75,0,69,2,1,4,1,1,4,2,3,5,0.75,Heritage,Trump
1,1,39,6,1,1,4,3,1,3,1,1,0,Slavery,Clinton
3,1,81,2,1,4,1,1,5,4,3,5,0.9167,Heritage,Trump
3.5,1,72,5,1,1,1,1,1,1,1,3,0,Heritage,Johnson
4.5,1,49,5,1,3,1,1,5,3,3,5,0.6667,Heritage,Trump
1,1,29,6,1,1,2,3,1,1,NA,2,0.3333,NA,Clinton
1,1,79,6,1,1,4,3,1,3,1,2,0,Slavery,Clinton
1.75,0,70,6,1,1,2,3,1,2,2,4,0.1667,Slavery,Clinton
1.5,0,78,6,1,1,3,3,4,3,1,3,0.5,Slavery,Clinton
1.25,0,63,5,1,1,4,4,1,1,1,1,0.1667,Slavery,Clinton
1,0,58,6,1,1,4,4,1,2,1,2,0,Slavery,Clinton
2,1,74,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1,1,37,5,6,4,1,2,4,4,2,2,0.5833,Heritage,Trump
3,1,67,5,1,4,1,1,5,2,3,5,0.75,Heritage,Trump
2,0,72,5,1,3,1,NA,5,4,2,4,0.4167,Heritage,Trump
4,0,69,3,1,4,1,1,5,4,3,5,0.75,Heritage,Trump
3,0,71,6,1,4,1,1,4,2,2,4,0.6667,Heritage,Trump
1.5,0,19,2,1,1,3,4,1,1,1,2,0,Slavery,Did not vote
1,1,68,5,1,1,4,4,1,1,1,1,0,Slavery,Clinton
3.5,0,67,6,5,3,1,1,4,2,3,5,0.4167,Slavery,Trump
1.25,0,70,5,1,1,4,4,1,2,1,1,0.3333,Slavery,Clinton
1.75,1,75,6,1,1,3,3,1,4,1,1,0,Slavery,Clinton
3.5,0,73,6,1,4,1,1,3,1,3,4,0.6667,Heritage,Trump
1,1,65,4,2,1,3,3,2,4,1,2,0,Slavery,Clinton
3,0,25,5,1,2,2,2,2,1,3,5,0.25,Slavery,Johnson
